symbol,name,exchange,type
LFG,Archaea Energy Inc.,New York Stock Exchange,stock
LFTR,Lefteris Acquisition Corp.,NASDAQ Capital Market,stock
LFTRU,Lefteris Acquisition Corp.,NASDAQ Capital Market,stock
LFTRW,Lefteris Acquisition Corp.,NASDAQ Capital Market,stock
LGAC,Lazard Growth Acquisition Corp. I,NASDAQ Capital Market,stock
LGACU,Lazard Growth Acquisition Corp. I,NASDAQ Capital Market,stock
LGACW,Lazard Growth Acquisition Corp. I,NASDAQ Capital Market,stock
LEAP,Ribbit LEAP  Ltd.,New York Stock Exchange,stock
LEAP-UN,Ribbit LEAP  Ltd.,New York Stock Exchange,stock
LAAA,Lakeshore Acquisition I Corp.,NASDAQ Capital Market,stock
LAAAU,Lakeshore Acquisition I Corp.,NASDAQ Capital Market,stock
LAAAW,Lakeshore Acquisition I Corp.,NASDAQ Capital Market,stock
LBPH,Longboard Pharmaceuticals  Inc.,NASDAQ Global Market,stock
LBPS,4D pharma plc,NASDAQ Global Market,stock
LBPSW,4D pharma plc,NASDAQ Global Market,stock
LIFW,MSP Recovery  Inc.,NASDAQ Global Market,stock
LIFWZ,MSP Recovery  Inc.,NASDAQ Global Market,stock
LILMW,Lilium N.V.,NASDAQ Global Select,stock
LINX,Linx S.A.,New York Stock Exchange,stock
LIONU,Lionheart III Corp,NASDAQ Global Market,stock
LIONW,Lionheart III Corp,NASDAQ Global Market,stock
LMACA,Liberty Media Acquisition Corporation,NASDAQ Capital Market,stock
LMACU,Liberty Media Acquisition Corporation,NASDAQ Capital Market,stock
LMACW,Liberty Media Acquisition Corporation,NASDAQ Capital Market,stock
LMAO,LMF Acquisition Opportunities  Inc.,NASDAQ Capital Market,stock
LMAOU,LMF Acquisition Opportunities  Inc.,NASDAQ Capital Market,stock
LMNL,Liminal BioSciences Inc.,NASDAQ Global Market,stock
LMNX,Luminex Corporation,NASDAQ Global Select,stock
LMRK,Landmark Infrastructure Partners LP,NASDAQ Global Market,stock
LMRKN,Landmark Infrastructure Partners LP,NASDAQ Global Market,stock
LMRKO,Landmark Infrastructure Partners LP,NASDAQ Global Market,stock
LMRKP,Landmark Infrastructure Partners LP,NASDAQ Global Market,stock
LMST,Limestone Bancorp  Inc.,NASDAQ Capital Market,stock
LNDC,Landec Corporation,NASDAQ Global Select,stock
LITT,Logistics Innovation Technologies Corp.,NASDAQ Global Market,stock
LITTU,Logistics Innovation Technologies Corp.,NASDAQ Global Market,stock
LNFA,L&F Acquisition Corp.,New York Stock Exchange,stock
LNFA-UN,L&F Acquisition Corp.,New York Stock Exchange,stock
LNFA-WT,L&F Acquisition Corp.,New York Stock Exchange,stock
LITTW,Logistics Innovation Technologies Corp.,NASDAQ Global Market,stock
LIVB,LIV Capital Acquisition Corp. II,NASDAQ Global Market,stock
LIVBU,LIV Capital Acquisition Corp. II,NASDAQ Global Market,stock
LIVBW,LIV Capital Acquisition Corp. II,NASDAQ Global Select,stock
LIVK,LIV Capital Acquisition Corp.,NASDAQ Capital Market,stock
LIVKU,LIV Capital Acquisition Corp.,NASDAQ Global Select,stock
LIVKW,LIV Capital Acquisition Corp.,NASDAQ Global Select,stock
LIVX,LiveXLive Media  Inc.,NASDAQ Capital Market,stock
LIZI,Lizhi Inc.,NASDAQ Global Market,stock
LJAQ,LightJump Acquisition Corporation,NASDAQ Capital Market,stock
LJAQU,LightJump Acquisition Corporation,NASDAQ Capital Market,stock
LJAQW,LightJump Acquisition Corporation,NASDAQ Capital Market,stock
LOKM,Live Oak Mobility Acquisition Corp.,New York Stock Exchange,stock
LOKM-UN,Live Oak Mobility Acquisition Corp.,New York Stock Exchange,stock
LOKM-WT,Live Oak Mobility Acquisition Corp.,New York Stock Exchange,stock
LONE,Lonestar Resources US Inc.,NASDAQ Global Market,stock
LORL,Loral Space & Communications Inc.,NASDAQ Global Select,stock
LL,LL Flooring Holdings  Inc.,New York Stock Exchange,stock
LLAP,Terran Orbital Corporation,New York Stock Exchange,stock
LLAP-WT,Terran Orbital Corporation,New York Stock Exchange,stock
LOCC,Live Oak Crestview Climate Acquisition Corp.,New York Stock Exchange,stock
LOCC-UN,Live Oak Crestview Climate Acquisition Corp.,New York Stock Exchange,stock
LOCC-WT,Live Oak Crestview Climate Acquisition Corp.,New York Stock Exchange,stock
LOCL-WT,Local Bounti Corporation,New York Stock Exchange,stock
LOTZ,CarLotz  Inc.,NASDAQ Global Market,stock
LOTZW,CarLotz  Inc.,NASDAQ Global Market,stock
LOV,Spark Networks SE,NASDAQ Capital Market,stock
LSAQ,LifeSci Acquisition II Corp.,NASDAQ Global Select,stock
LSDI,Lucy Scientific Discovery Inc.,NASDAQ Capital Market,stock
LLNW,Limelight Networks  Inc.,NASDAQ Global Select,stock
LPI,Laredo Petroleum  Inc.,New York Stock Exchange,stock
LSPR,Larkspur Health Acquisition Corp.,NASDAQ Global Market,stock
LSPRU,Larkspur Health Acquisition Corp.,NASDAQ Global Market,stock
LSPRW,Larkspur Health Acquisition Corp.,NASDAQ Global Market,stock
LSXMA,The Liberty SiriusXM Group,NASDAQ Global Select,stock
LSXMB,The Liberty SiriusXM Group,NASDAQ Global Select,stock
LSXMK,The Liberty SiriusXM Group,NASDAQ Global Select,stock
LTHM,Livent Corporation,New York Stock Exchange,stock
LQR,LQR House Inc.,NASDAQ Capital Market,stock
LVOX,LiveVox Holdings  Inc.,NASDAQ Global Select,stock
LVOXU,LiveVox Holdings  Inc.,NASDAQ Global Select,stock
LVOXW,LiveVox Holding  Inc.,NASDAQ Global Select,stock
LVRA,Levere Holdings Corp.,NASDAQ Capital Market,stock
LVRAU,Levere Holdings Corp.,NASDAQ Capital Market,stock
LVRAW,Levere Holdings Corp.,NASDAQ Capital Market,stock
LWAC,Locust Walk Acquisition Corp.,NASDAQ Global Select,stock
LWACU,Locust Walk Acquisition Corp.,NASDAQ Global Select,stock
LWACW,Locust Walk Acquisition Corp.,NASDAQ Global Select,stock
MAAC,Montes Archimedes Acquisition Corp.,NASDAQ Capital Market,stock
MAACU,Montes Archimedes Acquisition Corp.,NASDAQ Capital Market,stock
MAAQ,Mana Capital Acquisition Corp.,NASDAQ Global Market,stock
MAAQU,Mana Capital Acquisition Corp.,NASDAQ Global Market,stock
MAAQW,Mana Capital Acquisition Corp.,NASDAQ Global Market,stock
MACA,Moringa Acquisition Corp,NASDAQ Capital Market,stock
MACAU,Moringa Acquisition Corp,NASDAQ Capital Market,stock
MACAW,Moringa Acquisition Corp,NASDAQ Capital Market,stock
MACC,Mission Advancement Corp.,New York Stock Exchange,stock
MACC-UN,Mission Advancement Corp.,New York Stock Exchange,stock
MACC-WT,Mission Advancement Corp. Redee,New York Stock Exchange,stock
MACQ,MCAP Acquisition Corporation,NASDAQ Capital Market,stock
MACQU,MCAP Acquisition Corporation,NASDAQ Capital Market,stock
MACQW,MCAP Acquisition Corporation,NASDAQ Capital Market,stock
LUB,Luby's  Inc.,New York Stock Exchange,stock
LYL,Metalpha Technology Holding Limited,NASDAQ Capital Market,stock
LYLT,Loyalty Ventures Inc.,NASDAQ Global Select,stock
MACU,Mallard Acquisition Corp.,NASDAQ Capital Market,stock
MACUU,Mallard Acquisition Corp.,NASDAQ Capital Market,stock
MANT,ManTech International Corporation,NASDAQ Global Select,stock
LUXA,Lux Health Tech Acquisition Corp.,NASDAQ Capital Market,stock
LUXAU,Lux Health Tech Acquisition Corp.,NASDAQ Capital Market,stock
LUXAW,Lux Health Tech Acquisition Corp.,NASDAQ Capital Market,stock
MAXR,Maxar Technologies Inc.,New York Stock Exchange,stock
MBAC,M3-Brigade Acquisition II Corp.,New York Stock Exchange,stock
LVAC,LAVA Medtech Acquisition Corp.,NASDAQ Global Market,stock
LVACU,LAVA Medtech Acquisition Corp.,NASDAQ Global Market,stock
LVACW,LAVA Medtech Acquisition Corp.,NASDAQ Global Market,stock
MBSC,M3-Brigade Acquisition III Corp.,New York Stock Exchange,stock
MBSC-UN,M3-Brigade Acquisition III Corp.,New York Stock Exchange,stock
MBT,Mobile TeleSystems Public Joint Stock Company,New York Stock Exchange,stock
MBTCR,Nocturne Acquisition Corporation,NASDAQ Capital Market,stock
MDVL,MedAvail Holdings  Inc.,NASDAQ Capital Market,stock
MDWT,Midwest Holding Inc.,NASDAQ Capital Market,stock
MBII,Marrone Bio Innovations  Inc.,NASDAQ Capital Market,stock
MBINP,Merchants Bancorp,NASDAQ Capital Market,stock
MBTCU,Nocturne Acquisition Corporation,NASDAQ Capital Market,stock
MCAD,Mountain Crest Acquisition Corp. II,NASDAQ,stock
MCADR,Mountain Crest Acquisition Corp. II,NASDAQ,stock
MCADU,Mountain Crest Acquisition Corp. II,NASDAQ Global Select,stock
MCAE,Mountain Crest Acquisition Corp. III,NASDAQ Capital Market,stock
MCAER,Mountain Crest Acquisition Corp. III,NASDAQ Capital Market,stock
MCAEU,Mountain Crest Acquisition Corp. III,NASDAQ Capital Market,stock
MCAF,Mountain Crest Acquisition Corp. IV,NASDAQ Capital Market,stock
MCAFR,Mountain Crest Acquisition Corp. IV,NASDAQ Capital Market,stock
MCAFU,Mountain Crest Acquisition Corp. IV,NASDAQ Capital Market,stock
MCBC,Macatawa Bank Corporation,NASDAQ Global Select,stock
MEAC,Mercury Ecommerce Acquisition Corp.,NASDAQ Capital Market,stock
MEACU,Mercury Ecommerce Acquisition Corp.,NASDAQ Capital Market,stock
MEACW,Mercury Ecommerce Acquisition Corp.,NASDAQ Capital Market,stock
MDC,M.D.C. Holdings  Inc.,New York Stock Exchange,stock
MDCA,MDC Partners Inc.,NASDAQ Global Select,stock
MDGS,Medigus Ltd.,NASDAQ Capital Market,stock
MDH,MDH Acquisition Corp.,New York Stock Exchange,stock
MDH-UN,MDH Acquisition Corp.,New York Stock Exchange,stock
MDH-WT,MDH Acquisition Corp.,New York Stock Exchange,stock
METX,Meten Holding Group Ltd.,NASDAQ Capital Market,stock
MEUSW,23andMe Holding Co.,NASDAQ Global Select,stock
MEDS,TRxADE HEALTH  Inc.,NASDAQ Capital Market,stock
MCF,Contango Oil & Gas Company,New York Stock Exchange Arca,stock
MCFE,McAfee Corp.,NASDAQ Global Select,stock
MCG,Membership Collective Group Inc.,New York Stock Exchange,stock
MDLA,Medallia  Inc.,New York Stock Exchange,stock
MDLY,Medley Management Inc.,New York Stock Exchange,stock
MFGP,Micro Focus International plc,New York Stock Exchange,stock
MFL,BlackRock MuniHoldings Investment Quality Fund,New York Stock Exchange,stock
MEKA,MELI Kaszek Pioneer Corp,NASDAQ Global Market,stock
MDP,Meredith Corporation,New York Stock Exchange,stock
MCMJ,Merida Merger Corp. I,NASDAQ Capital Market,stock
MCMJW,Merida Merger Corp. I,NASDAQ Capital Market,stock
MICT,MICT  Inc.,NASDAQ Capital Market,stock
MFNC,Mackinac Financial Corporation,NASDAQ Capital Market,stock
MEOA,Minority Equality Opportunities Acquisition Inc.,NASDAQ Capital Market,stock
MEOAU,Minority Equality Opportunities Acquisition Inc.,NASDAQ Capital Market,stock
MEOAW,Minority Equality Opportunities Acquisition Inc.,NASDAQ Capital Market,stock
MIT-UN,Mason Industrial Technology  Inc.,New York Stock Exchange,stock
MIT-WT,Mason Industrial Technology  In,New York Stock Exchange,stock
MITO,Stealth BioTherapeutics Corp,NASDAQ Global Market,stock
MGI,MoneyGram International  Inc.,NASDAQ Global Select,stock
MGLN,Magellan Health  Inc.,NASDAQ Global Select,stock
MMAC,MMA Capital Holdings  Inc.,NASDAQ Capital Market,stock
MMAT,Meta Materials Inc.,NASDAQ Capital Market,stock
MLHR,MillerKnoll  Inc.,NASDAQ Global Select,stock
MGP,MGM Growth Properties LLC,New York Stock Exchange,stock
MIXT,MiX Telematics Limited,New York Stock Exchange,stock
MILE,Metromile  Inc.,NASDAQ Capital Market,stock
MIME,Mimecast Limited,NASDAQ Global Select,stock
MLND,Millendo Therapeutics  Inc.,NASDAQ Capital Market,stock
MGTA,Magenta Therapeutics  Inc.,NASDAQ Global Market,stock
MH-PA,Maiden Holdings  Ltd.,New York Stock Exchange,stock
MH-PC,Maiden Holdings  Ltd.,New York Stock Exchange,stock
MH-PD,Maiden Holdings  Ltd.,New York Stock Exchange,stock
MKGI,Monaker Group  Inc.,NASDAQ Capital Market,stock
MKTWW,MarketWise  Inc.,NASDAQ Global Market,stock
MINDP,MIND Technology  Inc.,NASDAQ Global Select,stock
MIC,Macquarie Infrastructure Holdings  LLC,New York Stock Exchange,stock
MMP,Magellan Midstream Partners  L.P.,New York Stock Exchange,stock
MN,Manning & Napier  Inc.,New York Stock Exchange,stock
MKUL,Molekule Group  Inc.,NASDAQ Capital Market,stock
MLAI,McLaren Technology Acquisition Corp.,NASDAQ Global Market,stock
MLAIU,McLaren Technology Acquisition Corp.,NASDAQ Global Market,stock
MLAIW,McLaren Technology Acquisition Corp.,NASDAQ Global Market,stock
MIRO,Miromatrix Medical Inc.,NASDAQ Capital Market,stock
MIT,Mason Industrial Technology  Inc.,New York Stock Exchange,stock
MITAW,Coliseum Acquisition Corp.,NASDAQ Capital Market,stock
MITC,MeaTech 3D Ltd.,NASDAQ Capital Market,stock
MICS,The Singing Machine Company  Inc.,NASDAQ Capital Market,stock
MNDT,Mandiant  Inc.,NASDAQ Global Select,stock
MPLN-WT,MultiPlan Corporation,New York Stock Exchange,stock
MRTX,Mirati Therapeutics  Inc.,NASDAQ Global Select,stock
MNR-PC,Monmouth Real Estate Investment Corporation,New York Stock Exchange,stock
MNRL,Brigham Minerals  Inc.,New York Stock Exchange,stock
MNTN-UN,Everest Consolidator Acquisition Corporation,New York Stock Exchange,stock
MON,Monument Circle Acquisition Corp.,NASDAQ Capital Market,stock
MONCU,Monument Circle Acquisition Corp.,NASDAQ Capital Market,stock
MONCW,Monument Circle Acquisition Corporation,NASDAQ Capital Market,stock
MONDW,Mondee Holdings  Inc.,NASDAQ Global Market,stock
MPRA,Mercato Partners Acquisition Corporation,NASDAQ Global Market,stock
MPRAU,Mercato Partners Acquisition Corporation,NASDAQ Global Market,stock
MRAC,Marquee Raine Acquisition Corp.,NASDAQ Global Select,stock
MRACW,Marquee Raine Acquisition Corp.,NASDAQ Global Select,stock
MTAC,MedTech Acquisition Corporation,NASDAQ Capital Market,stock
MTACU,MedTech Acquisition Corporation,NASDAQ Capital Market,stock
MTACW,MedTech Acquisition Corporation,NASDAQ Capital Market,stock
MTAL-UN,Metals Acquisition Corp,New York Stock Exchange,stock
MTAL-WT,Metals Acquisition Corp,New York Stock Exchange,stock
MTBC,CareCloud  Inc.,NASDAQ Global Market,stock
MTBCO,CareCloud  Inc.,NASDAQ Global Market,stock
MTBCP,CareCloud  Inc.,NASDAQ Global Market,stock
MSAC,Medicus Sciences Acquisition Corp.,NASDAQ Capital Market,stock
MSACW,Medicus Sciences Acquisition Corp.,NASDAQ Capital Market,stock
MSDA,MSD Acquisition Corp.,NASDAQ Capital Market,stock
MSDAU,MSD Acquisition Corp.,NASDAQ Capital Market,stock
MSDAW,MSD Acquisition Corp.,NASDAQ Capital Market,stock
MNTV,Momentive Global Inc.,NASDAQ Global Select,stock
MOBL,MobileIron  Inc.,NASDAQ Global Select,stock
MOR,MorphoSys AG,NASDAQ Global Select,stock
MORF,Morphic Holding  Inc.,NASDAQ Global Market,stock
MOSY,MoSys  Inc.,NASDAQ Capital Market,stock
MRDB,MariaDB plc,New York Stock Exchange,stock
MTBL,Moatable  Inc.,New York Stock Exchange,stock
MTCN,ArcelorMittal 5.50% Mandatorily,New York Stock Exchange,stock
MSGN,MSG Networks Inc.,New York Stock Exchange,stock
MOBV,Mobiv Acquisition Corp,NASDAQ Global Market,stock
MOBVU,Mobiv Acquisition Corp,NASDAQ Global Market,stock
MODN,Model N  Inc.,New York Stock Exchange,stock
MRLN,Marlin Business Services Corp.,NASDAQ Global Select,stock
MOTNU,Motion Acquisition Corp.,NASDAQ Global Select,stock
MOTV-UN,Motive Capital Corp.,New York Stock Exchange,stock
MOXC,Moxian (BVI) Inc,NASDAQ Capital Market,stock
MTL,Mechel PAO,New York Stock Exchange,stock
MTL-P,Mechel PAO,New York Stock Exchange,stock
MOHO,ECMOHO Limited,NASDAQ Global Market,stock
MSON,Misonix  Inc.,NASDAQ Global Market,stock
MSP,Datto Holding Corp.,New York Stock Exchange,stock
MRO,Marathon Oil Corporation,New York Stock Exchange,stock
MTOR,Meritor  Inc.,New York Stock Exchange,stock
MTP,Midatech Pharma plc,NASDAQ Capital Market,stock
MPACR,Model Performance Acquisition Corp.,NASDAQ Capital Market,stock
MPACW,Model Performance Acquisition Corp.,NASDAQ Capital Market,stock
MYT,Bit Brother Limited,NASDAQ Capital Market,stock
NAV,Navistar International Corporation,New York Stock Exchange,stock
NAVA,NAVA HEALTH MD  LLC,NASDAQ,stock
MSPRV,MSP Recovery  Inc.,NASDAQ Global Market,stock
NCR,NCR Corporation,New York Stock Exchange,stock
MTRYU,Monterey Bio Acquisition Corporation,NASDAQ Global Market,stock
MTRYW,Monterey Bio Acquisition Corporation,NASDAQ Global Market,stock
MTSL,Mer Telemanagement Solutions Ltd.,NASDAQ Capital Market,stock
MTVC-UN,Motive Capital Corp II,New York Stock Exchange,stock
MTVC-WT,Motive Capital Corp II,New York Stock Exchange,stock
NAAC,North Atlantic Acquisition Corporation,NASDAQ Capital Market,stock
NAACU,North Atlantic Acquisition Corporation,NASDAQ Capital Market,stock
NAACW,North Atlantic Acquisition Corporation,NASDAQ Capital Market,stock
MUDSU,Mudrick Capital Acquisition Corporation II,NASDAQ Capital Market,stock
MUDSW,Mudrick Capital Acquisition Corporation II,NASDAQ Capital Market,stock
NDAC,NightDragon Acquisition Corp.,NASDAQ Capital Market,stock
NDACU,NightDragon Acquisition Corp.,NASDAQ Capital Market,stock
NDACW,NightDragon Acquisition Corp.,NASDAQ Capital Market,stock
NBA-WT,New Beginnings Acquisition Corp.,New York Stock Exchange,stock
NBEV,NewAge  Inc.,NASDAQ Capital Market,stock
NAKD,Cenntro Electric Group Limited,NASDAQ Capital Market,stock
MURAV,Mural Oncology plc Ordinary Shares When Issued,NASDAQ,stock
MURF,Murphy Canyon Acquisition Corp.,NASDAQ Global Market,stock
MURFW,Murphy Canyon Acquisition Corp.,NASDAQ Global Market,stock
NBO,Neuberger Berman New York Municipal Fund  Inc.,New York Stock Exchange,stock
NBSE,NeuBase Therapeutics  Inc.,NASDAQ Capital Market,stock
MXIM,Maxim Integrated Products  Inc.,NASDAQ Global Select,stock
NAPA,The Duckhorn Portfolio  Inc.,New York Stock Exchange,stock
NDRAW,ENDRA Life Sciences Inc. Warrants,NASDAQ Capital Market,stock
NEBCU,Rover Group  Inc.,NASDAQ Capital Market,stock
NCAC,Newcourt Acquisition Corp,NASDAQ Global Market,stock
NCACU,Newcourt Acquisition Corp,NASDAQ Global Market,stock
NCACW,Newcourt Acquisition Corp,NASDAQ Global Market,stock
MYC,Blackrock MuniYield California Fund  Inc.,New York Stock Exchange,stock
MYJ,BlackRock MuniYield New Jersey Fund  Inc.,New York Stock Exchange,stock
MYMD,MyMD Pharmaceuticals  Inc.,NASDAQ Capital Market,stock
MYOV,Myovant Sciences Ltd.,New York Stock Exchange,stock
NATI,National Instruments Corporation,NASDAQ Global Select,stock
NI-PB,NiSource Inc.,New York Stock Exchange,stock
NICK,Nicholas Financial  Inc.,NASDAQ Global Select,stock
NEE-PP,NextEra Energy Inc,New York Stock Exchange,stock
NEE-PQ,NextEra Energy  Inc.,New York Stock Exchange,stock
NFNT,Infinite Acquisition Corp.,New York Stock Exchange,stock
NFNT-UN,Infinite Acquisition Corp.,New York Stock Exchange,stock
NFNT-WT,Infinite Acquisition Corp.,New York Stock Exchange,stock
NFTG,The NFT Gaming Company  Inc.,NASDAQ Capital Market,stock
NES,Nuverra Environmental Solutions  Inc.,New York Stock Exchange Arca,stock
NOAC,Natural Order Acquisition Corp.,NASDAQ Capital Market,stock
NOACU,Natural Order Acquisition Corp.,NASDAQ Capital Market,stock
NOACW,Natural Order Acquisition Corp.,NASDAQ Capital Market,stock
NLIT,Northern Lights Acquisition Corp.,NASDAQ Capital Market,stock
NLITU,Northern Lights Acquisition Corp.,NASDAQ Capital Market,stock
NLITW,Northern Lights Acquisition Corp.,NASDAQ Capital Market,stock
NLOK,NortonLifeLock Inc.,NASDAQ Global Select,stock
NLS,Nautilus  Inc.,New York Stock Exchange,stock
NLTX,Neoleukin Therapeutics  Inc.,NASDAQ Global Market,stock
NM,Navios Maritime Holdings Inc.,New York Stock Exchange,stock
NM-PG,Navios Maritime Holdings Inc.,New York Stock Exchange,stock
NM-PH,Navios Maritime Holdings Inc.,New York Stock Exchange,stock
NFYS,Enphys Acquisition Corp.,New York Stock Exchange,stock
NFYS-UN,Enphys Acquisition Corp.,New York Stock Exchange,stock
NFYS-WT,Enphys Acquisition Corp. WT,New York Stock Exchange,stock
NGAC,NextGen Acquisition Corporation,NASDAQ Global Select,stock
NGACU,NextGen Acquisition Corporation,NASDAQ Global Select,stock
NGC,Northern Genesis Acquisition Corp. III,New York Stock Exchange,stock
NGC-UN,Northern Genesis Acquisition Corp. III,New York Stock Exchange,stock
NGC-WT,Northern Genesis Acquisition Corp. III,New York Stock Exchange,stock
NGCA,NextGen Acquisition Corp. II,NASDAQ,stock
NGCAU,NextGen Acquisition Corp. II,NASDAQ Global Select,stock
NGCAW,NextGen Acquisition Corp. II,NASDAQ,stock
NETC,Nabors Energy Transition Corp.,New York Stock Exchange,stock
NETC-UN,Nabors Energy Transition Corp.,New York Stock Exchange,stock
NETC-WT,Nabors Energy Transition Corp.,New York Stock Exchange,stock
NETE,Net Element  Inc.,NASDAQ Capital Market,stock
