symbol,name,exchange,type
GSEVW,Gores Holdings VII  Inc.,NASDAQ Capital Market,stock
GTPA,Gores Technology Partners  Inc.,NASDAQ Capital Market,stock
GTPAU,Gores Technology Partners  Inc.,NASDAQ Capital Market,stock
GTPAW,Gores Technology Partners  Inc.,NASDAQ Capital Market,stock
GTPB,Gores Technology Partners II  Inc.,NASDAQ Capital Market,stock
GTPBU,Gores Technology Partners II  Inc.,NASDAQ Capital Market,stock
HGSH,China HGS Real Estate Inc.,NASDAQ Capital Market,stock
HGEN,Humanigen  Inc.,NASDAQ Capital Market,stock
HAYN,Haynes International  Inc.,NASDAQ Global Select,stock
HBANN,Huntington Bancshares Incorporated,NASDAQ Global Select,stock
HBANO,Huntington Bancshares Incorporated,NASDAQ Global Select,stock
HSTO,Histogen Inc.,NASDAQ Capital Market,stock
GWB,Great Western Bancorp  Inc.,New York Stock Exchange,stock
GWGH,GWG Holdings  Inc.,NASDAQ Capital Market,stock
HGH,The Hartford Financial Services Group  Inc. DEB FIX/FLT 42,New York Stock Exchange,stock
HLXA,Helix Acquisition Corp.,NASDAQ Capital Market,stock
HMA-WT,Heartland Media Acquisition Corp.,New York Stock Exchange,stock
HMAC,Hainan Manaslu Acquisition Corp.,NASDAQ Capital Market,stock
HMACU,Hainan Manaslu Acquisition Corp.,NASDAQ Capital Market,stock
HMACW,Hainan Manaslu Acquisition Corp.,NASDAQ Global Market,stock
HMCO,HumanCo Acquisition Corp.,NASDAQ Capital Market,stock
HMCOU,HumanCo Acquisition Corp.,NASDAQ Capital Market,stock
HMCOW,Humanco Acquisition Corp.,NASDAQ Capital Market,stock
IBA,Industrias Bachoco  S.A.B. de C.V.,New York Stock Exchange,stock
HHC,The Howard Hughes Corporation,New York Stock Exchange,stock
HHGCR,HHG Capital Corporation,NASDAQ Capital Market,stock
HHLA,HH&L Acquisition Co.,New York Stock Exchange,stock
HHLA-UN,HH&L Acquisition Co.,New York Stock Exchange,stock
HHR,HeadHunter Group PLC,NASDAQ Global Select,stock
HHRS,Hammerhead Energy Inc.,NASDAQ Capital Market,stock
HPX,HPX Corp.,New York Stock Exchange,stock
HPX-UN,HPX Corp.,New York Stock Exchange,stock
HPX-WT,HPX Corp.,New York Stock Exchange,stock
HRC,Hill-Rom Holdings  Inc.,New York Stock Exchange,stock
HJLI,enVVeno Medical Corporation,NASDAQ Capital Market,stock
HJLIW,Hancock Jaffe Laboratories  Inc. Warrants,NASDAQ Capital Market,stock
HKIB,AMTD International Inc.,New York Stock Exchange,stock
HOL,Holicity Inc.,NASDAQ Global Select,stock
HOLI,Hollysys Automation Technologies Ltd.,NASDAQ Global Select,stock
HUSN,Hudson Capital Inc.,NASDAQ Capital Market,stock
HVBT,HIVE Blockchain Technologies Ltd.,NASDAQ Capital Market,stock
HT,Hersha Hospitality Trust,New York Stock Exchange,stock
HT-PC,Hersha Hospitality Trust,New York Stock Exchange,stock
HT-PD,Hersha Hospitality Trust,New York Stock Exchange,stock
HT-PE,Hersha Hospitality Trust,New York Stock Exchange,stock
HTA,Healthcare Trust of America  Inc.,New York Stock Exchange,stock
HTAQ,Hunt Companies Acquisition Corp. I,New York Stock Exchange,stock
HTAQ-UN,Hunt Companies Acquisition Corp. I,New York Stock Exchange,stock
HTAQ-WT,Hunt Companies Acquisition Corp. I,New York Stock Exchange,stock
HYMCZ,Hycroft Mining Holding Corporation,NASDAQ Capital Market,stock
HYRE,HyreCar Inc.,NASDAQ Capital Market,stock
ICBK,County Bancorp  Inc.,NASDAQ Global Market,stock
ICD,Independence Contract Drilling  Inc.,New York Stock Exchange,stock
HMG,HMG/Courtland Properties  Inc.,New York Stock Exchange Arca,stock
HMHC,Houghton Mifflin Harcourt Company,NASDAQ Global Select,stock
HMLP,Höegh LNG Partners LP,New York Stock Exchange,stock
HMLP-PA,Höegh LNG Partners LP,New York Stock Exchange,stock
HIBB,Hibbett  Inc.,NASDAQ Global Select,stock
HIGA,H.I.G. Acquisition Corp.,New York Stock Exchange,stock
HIGA-UN,H.I.G. Acquisition Corp.,New York Stock Exchange,stock
HIGA-WT,H.I.G. Acquisition Corp.,New York Stock Exchange,stock
HRT,HireRight Holdings Corporation,New York Stock Exchange,stock
HLAH,Hamilton Lane Alliance Holdings I  Inc.,NASDAQ Capital Market,stock
HLAHU,Hamilton Lane Alliance Holdings I  Inc.,NASDAQ Capital Market,stock
HLAHW,Hamilton Lane Alliance Holdings I  Inc.,NASDAQ Capital Market,stock
HLBZ,Helbiz  Inc.,NASDAQ Capital Market,stock
HLBZW,Helbiz  Inc.,NASDAQ Capital Market,stock
HYW,Hywin Holdings Ltd.,NASDAQ Global Market,stock
HZAC,Horizon Acquisition Corporation,New York Stock Exchange,stock
HZN,Horizon Global Corporation,New York Stock Exchange,stock
HOLUU,Holicity Inc.,NASDAQ Global Select,stock
HOME,At Home Group Inc.,New York Stock Exchange,stock
HMNF,HMN Financial  Inc.,NASDAQ Global Market,stock
HMTV,Hemisphere Media Group  Inc.,NASDAQ Global Market,stock
HTGM,HTG Molecular Diagnostics  Inc.,NASDAQ Capital Market,stock
HWCC,Houston Wire & Cable Company,NASDAQ Global Select,stock
HWEL,Healthwell Acquisition Corp. I,NASDAQ Capital Market,stock
IBER,Ibere Pharmaceuticals,New York Stock Exchange,stock
IBER-UN,Ibere Pharmaceuticals,New York Stock Exchange,stock
IBER-WT,Ibere Pharmaceuticals,New York Stock Exchange,stock
HIII,Hudson Executive Investment Corp. III,NASDAQ Capital Market,stock
HIIIU,Hudson Executive Investment Corp. III,NASDAQ Capital Market,stock
HIIIW,Hudson Executive Investment Corp. III,NASDAQ Capital Market,stock
HIL,Hill International  Inc.,New York Stock Exchange,stock
HILS,Hillstream BioPharma  Inc.,NASDAQ Capital Market,stock
HRYU,Hanryu Holdings  Inc.,NASDAQ Capital Market,stock
HSAQ,Health Sciences Acquisitions Corporation 2,NASDAQ Capital Market,stock
HZON,Horizon Acquisition Corporation II,New York Stock Exchange,stock
HZON-UN,Horizon Acquisition Corporation II,New York Stock Exchange,stock
HZON-WT,Horizon Acquisition Corporation,New York Stock Exchange,stock
IAA,IAA  Inc.,New York Stock Exchange,stock
IACA,ION Acquisition Corp 1 Ltd.,New York Stock Exchange,stock
IACC,ION Acquisition Corp 3 Ltd.,New York Stock Exchange,stock
HNGR,Hanger  Inc.,New York Stock Exchange,stock
HLG,Hailiang Education Group Inc.,NASDAQ Global Market,stock
HLGN-WT,Heliogen  Inc.,New York Stock Exchange,stock
ICNC,Iconic Sports Acquisition Corp.,New York Stock Exchange,stock
ICNC-UN,Iconic Sports Acquisition Corp.,New York Stock Exchange,stock
ICNC-WT,Iconic Sports Acquisition Corp.,New York Stock Exchange,stock
HX,Akso Health Group,NASDAQ Global Market,stock
HORI,Emerging Markets Horizon Corp.,NASDAQ Global Market,stock
HORIU,Emerging Markets Horizon Corp.,NASDAQ Global Market,stock
HTPA,Highland Transcend Partners I Corp.,New York Stock Exchange,stock
HTPA-UN,Highland Transcend Partners I Corp.,New York Stock Exchange,stock
HTPA-WT,Highland Transcend Partners I C,New York Stock Exchange,stock
HSKA,Heska Corporation,NASDAQ Capital Market,stock
ICPT,Intercept Pharmaceuticals  Inc.,NASDAQ Global Select,stock
HYACU,Haymaker Acquisition Corp. III,NASDAQ Capital Market,stock
HYACW,Haymaker Acquisition Corp. III,NASDAQ Capital Market,stock
HLTH,Cue Health Inc.,NASDAQ Global Select,stock
HNP,Huaneng Power International  Inc.,New York Stock Exchange,stock
ICVX,Icosavax  Inc.,NASDAQ Global Select,stock
IDBA,IDEX Biometrics ASA,NASDAQ Capital Market,stock
HPLT,Home Plate Acquisition Corp.,NASDAQ Global Market,stock
HPLTU,Home Plate Acquisition Corp.,NASDAQ Global Market,stock
HUGE,FSD Pharma Inc.,NASDAQ Capital Market,stock
HUGS,USHG Acquisition Corp.,New York Stock Exchange,stock
HUGS-UN,USHG Acquisition Corp.,New York Stock Exchange,stock
HUGS-WT,USHG Acquisition Corp.,New York Stock Exchange,stock
IMCIW,Infinite Group  Inc.,NASDAQ Global Select,stock
IPLDP,Interstate Power and Light Company,NASDAQ Global Select,stock
IPOD,Social Capital Hedosophia Holdings Corp. IV,New York Stock Exchange,stock
IPOD-UN,Social Capital Hedosophia Holdings Corp. IV,New York Stock Exchange,stock
IPOD-WT,Social Capital Hedosophia Holdi,New York Stock Exchange,stock
IPOF,Social Capital Hedosophia Holdings Corp. VI,New York Stock Exchange,stock
IPOF-UN,Social Capital Hedosophia Holdings Corp. VI,New York Stock Exchange,stock
IPOF-WT,Social Capital Hedosophia Holdi,New York Stock Exchange,stock
IIAC,Zegna,New York Stock Exchange,stock
IIAC-UN,Zegna,New York Stock Exchange,stock
IIII,INSU Acquisition Corp. III,NASDAQ Capital Market,stock
IIIIU,INSU Acquisition Corp. III,NASDAQ Capital Market,stock
IIIIW,INSU Acquisition Corp. III,NASDAQ Capital Market,stock
IGAC,IG Acquisition Corp.,NASDAQ Capital Market,stock
IGACU,IG Acquisition Corp.,NASDAQ Capital Market,stock
IGACW,IG Acquisition Corp.,NASDAQ Capital Market,stock
IGAP,GlucoTrack  Inc.,NASDAQ Capital Market,stock
IEA,Infrastructure and Energy Alternatives  Inc.,NASDAQ Capital Market,stock
IEAWW,Infrastructure and Energy Alternatives Inc,NASDAQ Capital Market,stock
IRNT,IronNet  Inc.,New York Stock Exchange,stock
IRNT-WT,IronNet  Inc.,New York Stock Exchange,stock
IDEX,Ideanomics  Inc.,NASDAQ Capital Market,stock
IIN,IntriCon Corporation,NASDAQ Global Market,stock
IIVIP,II-VI Incorporated,NASDAQ Global Select,stock
IGICW,International General Insurance Holdings Ltd.,NASDAQ Capital Market,stock
INKA,KludeIn I Acquisition Corp.,NASDAQ Capital Market,stock
INKAW,Kludein I Acquisition Corp.,NASDAQ Capital Market,stock
IMGN,ImmunoGen  Inc.,NASDAQ Global Select,stock
IMGO,Imago BioSciences  Inc.,NASDAQ Global Select,stock
IPVA,InterPrivate II Acquisition Corp.,New York Stock Exchange,stock
IPVA-UN,InterPrivate II Acquisition Corp.,New York Stock Exchange,stock
IPVA-WT,InterPrivate II Acquisition Corp.,New York Stock Exchange,stock
IPVF,InterPrivate III Financial Partners Inc.,New York Stock Exchange,stock
IPVF-WT,InterPrivate III Financial Partners Inc.,New York Stock Exchange,stock
IPVI,InterPrivate IV InfraTech Partners Inc.,NASDAQ Capital Market,stock
IPVIU,InterPrivate IV InfraTech Partners Inc.,NASDAQ Capital Market,stock
IPVIW,InterPrivate IV InfraTech Partners Inc.,NASDAQ Capital Market,stock
INVO,INVO Bioscience  Inc.,NASDAQ Capital Market,stock
INXB,Inhibrx Biosciences  Inc.,NASDAQ Global Market,stock
IRRX-UN,Integrated Rail and Resources Acquisition Corp.,New York Stock Exchange,stock
IRRX-WT,Integrated Rail and Resources Acquisition Corp.,New York Stock Exchange,stock
IS,ironSource Ltd.,New York Stock Exchange,stock
IDRA,Idera Pharmaceuticals  Inc.,NASDAQ Capital Market,stock
IKNX,IKONICS Corporation,NASDAQ Capital Market,stock
IGNY,Ignyte Acquisition Corp.,NASDAQ Capital Market,stock
IGNYU,Ignyte Acquisition Corp.,NASDAQ Capital Market,stock
IGNYW,Ignyte Acquisition Corp.,NASDAQ Capital Market,stock
IQMD,Intelligent Medicine Acquisition Corp.,NASDAQ Global Market,stock
IQMDW,Intelligent Medicine Acquisition Corp.,NASDAQ Global Market,stock
INPX,Inpixon,NASDAQ Capital Market,stock
IMPL,Impel Pharmaceuticals Inc.,NASDAQ Global Market,stock
IMPX,AEA-Bridges Impact Corp.,New York Stock Exchange,stock
IMPX-WT,AEA-Bridges Impact Corp.,New York Stock Exchange,stock
IMRA,IMARA Inc.,NASDAQ Global Select,stock
ISAA,Iron Spark I Inc.,NASDAQ Capital Market,stock
ISBC,Investors Bancorp  Inc.,NASDAQ Global Select,stock
IO,ION Geophysical Corporation,New York Stock Exchange,stock
IOAC,Innovative International Acquisition Corp.,NASDAQ Global Market,stock
IOACU,Innovative International Acquisition Corp.,NASDAQ Global Market,stock
IOACW,Innovative International Acquisition Corp.,NASDAQ Global Market,stock
IGZ,Imagination Technologies,New York Stock Exchange,stock
IHC,Independence Holding Company,New York Stock Exchange,stock
IFFT,International Flavors & Fragrances Inc.,New York Stock Exchange,stock
IFIN,InFinT Acquisition Corporation,New York Stock Exchange,stock
IFIN-UN,InFinT Acquisition Corporation,New York Stock Exchange,stock
IFIN-WT,InFinT Acquisition Corporation,New York Stock Exchange,stock
IMRNW,Immuron Limited Warrants,NASDAQ Capital Market,stock
IMV,IMV Inc.,NASDAQ Capital Market,stock
INS,CoreCard Corporation,New York Stock Exchange Arca,stock
INST,Instructure Holdings  Inc.,New York Stock Exchange,stock
INFI,Infinity Pharmaceuticals  Inc.,NASDAQ Global Select,stock
IPAX,Inflection Point Acquisition Corp.,NASDAQ Capital Market,stock
IPAXU,Inflection Point Acquisition Corp.,NASDAQ Capital Market,stock
IPAXW,Inflection Point Acquisition Corp.,NASDAQ Capital Market,stock
IMAC,IMAC Holdings  Inc.,NASDAQ Capital Market,stock
IMACW,IMAC Holdings  Inc.,NASDAQ Capital Market,stock
JCS,Communications Systems  Inc.,NASDAQ Global Market,stock
JCTCF,Jewett-Cameron Trading Company Ltd.,NASDAQ Capital Market,stock
IRCP,IRSA Propiedades Comerciales S.A.,NASDAQ Global Select,stock
INAQ,Insight Acquisition Corp.,New York Stock Exchange,stock
INAQ-UN,Insight Acquisition Corp.,New York Stock Exchange,stock
INAQ-WT,Insight Acquisition Corp.,New York Stock Exchange,stock
INAQU,Insight Acquisition Corp. /DE,New York Stock Exchange,stock
INBKL,First Internet Bancorp SB NT FXD FLG MA,NASDAQ Global Select,stock
ISNS,Autoscope Technologies Corporation,NASDAQ Capital Market,stock
ISO,IsoPlexis Corporation,NASDAQ Global Select,stock
ISLE,Isleworth Healthcare Acquisition Corp.,NASDAQ Capital Market,stock
INT,World Fuel Services Corporation,New York Stock Exchange,stock
JRJC,China Finance Online Co. Limited,NASDAQ Global Select,stock
JOFF,JOFF Fintech Acquisition Corp.,NASDAQ Capital Market,stock
JOFFU,JOFF Fintech Acquisition Corp.,NASDAQ Capital Market,stock
JOFFW,JOFF Fintech Acquisition Corp.,NASDAQ Capital Market,stock
JAQC,Jupiter Acquisition Corporation,NASDAQ Capital Market,stock
JGGC,Jaguar Global Growth Corporation I,NASDAQ Global Market,stock
JGGCR,Jaguar Global Growth Corporation I,NASDAQ Global Market,stock
JGGCU,Jaguar Global Growth Corporation I,NASDAQ Global Market,stock
JGGCW,Jaguar Global Growth Corporation I,NASDAQ Global Market,stock
ISUN,iSun  Inc.,NASDAQ Capital Market,stock
JMAC,Maxpro Capital Acquisition Corp.,NASDAQ Global Market,stock
JMACU,Maxpro Capital Acquisition Corp.,NASDAQ Global Market,stock
JMACW,Maxpro Capital Acquisition Corp.,NASDAQ Global Market,stock
JAQCU,Jupiter Acquisition Corporation,NASDAQ Capital Market,stock
JATT,JATT Acquisition Corp,New York Stock Exchange,stock
JATT-UN,JATT Acquisition Corp,New York Stock Exchange,stock
JATT-WT,JATT Acquisition Corp,New York Stock Exchange,stock
UGIC,UGI Corporation,New York Stock Exchange,stock
JE,Just Energy Group Inc.,New York Stock Exchange,stock
ITAC,Industrial Tech Acquisitions  Inc.,NASDAQ Capital Market,stock
ITACU,Industrial Tech Acquisitions  Inc.,NASDAQ Capital Market,stock
ITAQ,Industrial Tech Acquisitions II  Inc.,NASDAQ Global Market,stock
ITAQU,Industrial Tech Acquisitions II  Inc.,NASDAQ Global Market,stock
ITCB,Itaú Corpbanca,New York Stock Exchange,stock
IVAN,Ivanhoe Capital Acquisition Corp.,New York Stock Exchange,stock
IVAN-UN,Ivanhoe Capital Acquisition Corp.,New York Stock Exchange,stock
IVC,Invacare Corporation,New York Stock Exchange,stock
ITHX,ITHAX Acquisition Corp.,NASDAQ Capital Market,stock
ITHXU,ITHAX Acquisition Corp.,NASDAQ Capital Market,stock
ITHXW,ITHAX Acquisition Corp.,NASDAQ Capital Market,stock
JMP,JMP Group LLC,New York Stock Exchange,stock
JMPNZ,JMP Group LLC - 6.875% Senior N,NASDAQ Global Select,stock
JNCE,Jounce Therapeutics  Inc.,NASDAQ Global Select,stock
IVCBW,Investcorp Europe Acquisition Corp I,NASDAQ Global Select,stock
IVCP,Swiftmerge Acquisition Corp.,NASDAQ Global Market,stock
IVCPU,Swiftmerge Acquisition Corp.,NASDAQ Global Market,stock
IVCPW,Swiftmerge Acquisition Corp.,NASDAQ Global Select,stock
ITMR,Itamar Medical Ltd.,NASDAQ Capital Market,stock
ITQ,Itiquira Acquisition Corp.,NASDAQ Capital Market,stock
ITQRU,Itiquira Acquisition Corp.,NASDAQ Capital Market,stock
ITQRW,Itiquira Acquisition Corp.,NASDAQ Capital Market,stock
JOAN,JOANN Inc.,NASDAQ Global Market,stock
JOBS,51job  Inc.,NASDAQ Global Select,stock
JCIC,Jack Creek Investment Corp.,NASDAQ Capital Market,stock
JCICU,Jack Creek Investment Corp.,NASDAQ Capital Market,stock
JCICW,Jack Creek Investment Corp.,NASDAQ Capital Market,stock
JCOM,Ziff Davis  Inc.,NASDAQ Global Select,stock
KCGI,Kensington Capital Acquisition Corp. V,New York Stock Exchange,stock
KCGI-UN,Kensington Capital Acquisition Corp. V,New York Stock Exchange,stock
KCGI-WT,Kensington Capital Acquisition Corp. V,New York Stock Exchange,stock
IVR-PA,Invesco Mortgage Capital Inc.,New York Stock Exchange,stock
KRA,Kraton Corporation,New York Stock Exchange,stock
KKR-PC,KKR & Co. Inc.,New York Stock Exchange,stock
KL,Kirkland Lake Gold Ltd.,New York Stock Exchange,stock
KLAQ,KL Acquisition Corp,NASDAQ Capital Market,stock
KLAQU,KL Acquisition Corp,NASDAQ Capital Market,stock
KLAQW,KL Acquisition Corp,NASDAQ Capital Market,stock
KAL,Kalera Public Limited Company,NASDAQ Capital Market,stock
KALWW,Kalera Public Limited Company,NASDAQ Capital Market,stock
JUN,Juniper II Corp.,New York Stock Exchange,stock
JUN-UN,Juniper II Corp.,New York Stock Exchange,stock
JUN-WT,Juniper II Corp.,New York Stock Exchange,stock
JUPW,Jupiter Wellness  Inc.,NASDAQ Capital Market,stock
JUPWW,Jupiter Wellness  Inc.,NASDAQ Capital Market,stock
JP,Jupai Holdings Limited,New York Stock Exchange,stock
KNSW-WT,KnightSwan Acquisition Corporation,New York Stock Exchange,stock
KNTE,Kinnate Biopharma Inc.,NASDAQ Global Select,stock
KLR,Kaleyra  Inc.,New York Stock Exchange,stock
KAMN,Kaman Corporation,New York Stock Exchange,stock
JW-A,John Wiley & Sons  Inc.,New York Stock Exchange,stock
JW-B,John Wiley & Sons  Inc.,New York Stock Exchange,stock
JWAC,Jupiter Wellness Acquisition Corp.,NASDAQ Global Market,stock
JWACR,Jupiter Wellness Acquisition Corp.,NASDAQ Global Market,stock
JWSM,Jaws Mustang Acquisition Corporation,New York Stock Exchange,stock
JWSM-UN,Jaws Mustang Acquisition Corporation,New York Stock Exchange,stock
JWSM-WT,Jaws Mustang Acquisition Corp.,New York Stock Exchange,stock
KIII,Kismet Acquisition Three Corp.,NASDAQ Capital Market,stock
KRNL,Kernel Group Holdings  Inc.,NASDAQ Capital Market,stock
KRNLU,Kernel Group Holdings  Inc.,NASDAQ Capital Market,stock
KRNLW,Kernel Group Holdings  Inc.,NASDAQ Capital Market,stock
KDMN,Kadmon Holdings  Inc.,New York Stock Exchange,stock
KDNY,Chinook Therapeutics  Inc.,NASDAQ Global Select,stock
JXJT,JX Luxventure Limited,NASDAQ Capital Market,stock
JYAC,Jiya Acquisition Corp.,NASDAQ Capital Market,stock
JT,Jianpu Technology Inc.,New York Stock Exchange,stock
KRTX,Karuna Therapeutics  Inc.,NASDAQ Global Market,stock
KIIIU,Kismet Acquisition Three Corp.,NASDAQ Capital Market,stock
KIIIW,Kismet Acquisition Three Corp.,NASDAQ Capital Market,stock
KIN,Kindred Biosciences  Inc.,NASDAQ Capital Market,stock
KINZ,KINS Technology Group Inc.,NASDAQ Capital Market,stock
KINZU,KINS Technology Group Inc.,NASDAQ Capital Market,stock
KINZW,KINS Technology Group Inc.,NASDAQ Capital Market,stock
KERN,Akerna Corp.,NASDAQ Capital Market,stock
KERNW,Akerna Corp.,NASDAQ Capital Market,stock
KMPH,KemPharm  Inc.,NASDAQ Global Select,stock
KNBE,KnowBe4  Inc.,NASDAQ Global Select,stock
JUGGW,Jaws Juggernaut Acquisition Corporation,NASDAQ Capital Market,stock
KA,Kineta  Inc.,NASDAQ Capital Market,stock
KACLW,Kairous Acquisition Corp. Limited,NASDAQ Global Market,stock
KAHC,KKR Acquisition Holdings I Corp.,New York Stock Exchange,stock
KAHC-UN,KKR Acquisition Holdings I Corp.,New York Stock Exchange,stock
KAHC-WT,KKR Acquisition Holdings I Corp.,New York Stock Exchange,stock
KAII,Kismet Acquisition Two Corp.,NASDAQ Capital Market,stock
KAIIU,Kismet Acquisition Two Corp.,NASDAQ Capital Market,stock
KBAL,Kimball International  Inc.,NASDAQ Global Select,stock
KBNTW,Kubient  Inc.,NASDAQ Capital Market,stock
KBSF,JX Luxventure Limited,NASDAQ Capital Market,stock
KSI,Kadem Sustainable Impact Corporation,NASDAQ Capital Market,stock
KSICU,Kadem Sustainable Impact Corporation,NASDAQ Capital Market,stock
KSICW,Kadem Sustainable Impact Corporation,NASDAQ Capital Market,stock
KSMT,Kismet Acquisition One Corp,NASDAQ Capital Market,stock
KSMTU,Kismet Acquisition One Corp,NASDAQ Global Select,stock
KSPN,Kaspien Holdings Inc.,NASDAQ Capital Market,stock
KSU,Kansas City Southern,New York Stock Exchange,stock
KSU-P,Kansas City Southern,New York Stock Exchange,stock
KAIIW,Kismet Acquisition Two Corp.,NASDAQ Capital Market,stock
KAIR,Kairos Acquisition Corp.,NASDAQ Capital Market,stock
KAIRU,Kairos Acquisition Corp.,NASDAQ Capital Market,stock
KAIRW,Kairos Acquisition Corp.,NASDAQ Capital Market,stock
LABP,Landos Biopharma  Inc.,NASDAQ Global Market,stock
LACQ,Leisure Acquisition Corp.,NASDAQ Capital Market,stock
LACQU,Leisure Acquisition Corp.,NASDAQ Capital Market,stock
LACQW,Leisure Acquisition Corp.,NASDAQ Capital Market,stock
KCA-UN,Kensington Capital Acquisition Corp. IV,New York Stock Exchange,stock
KCAC-WT,Kensington Capital Acquisition,New York Stock Exchange,stock
LBYAV,Liberty Global Ltd.,NASDAQ Global Market,stock
LBYKV,Liberty Global Ltd.,NASDAQ Global Market,stock
LCA,Landcadia Holdings IV  Inc.,NASDAQ Capital Market,stock
LCAA,L Catterton Asia Acquisition Corporation,NASDAQ Capital Market,stock
LCAAU,L Catterton Asia Acquisition Corp,NASDAQ Capital Market,stock
LCAAW,L Catterton Asia Acquisition Corporation,NASDAQ Capital Market,stock
LCAHU,Landcadia Holdings IV  Inc.,NASDAQ Capital Market,stock
LCAHW,Landcadia Holdings IV  Inc.,NASDAQ Capital Market,stock
LCAP,Lionheart Acquisition Corporation II,NASDAQ Capital Market,stock
LCAPU,Lionheart Acquisition Corporation II,NASDAQ Capital Market,stock
LCAPW,Lionheart Acquisition Corporation II,NASDAQ Capital Market,stock
LEGA,Lead Edge Growth Opportunities  Ltd,NASDAQ Capital Market,stock
LEGAU,Lead Edge Growth Opportunities  Ltd,NASDAQ Capital Market,stock
LEGAW,Lead Edge Growth Opportunities  Ltd,NASDAQ Capital Market,stock
LEGO,Legato Merger Corp.,NASDAQ Global Select,stock
LEGOU,Legato Merger Corp.,NASDAQ Capital Market,stock
LEGOW,Legato Merger Corp.,NASDAQ Global Select,stock
LEJU,Leju Holdings Limited,New York Stock Exchange,stock
KTRA,Kintara Therapeutics  Inc.,NASDAQ Capital Market,stock
KURI,Alkuri Global Acquisition Corp.,NASDAQ Global Select,stock
KURIU,Alkuri Global Acquisition Corp.,NASDAQ Capital Market,stock
LCI,Lannett Company  Inc.,New York Stock Exchange,stock
LAIX,LAIX Inc.,New York Stock Exchange,stock
LGNDV,Ligand Pharmaceuticals Incorporated,NASDAQ Global Market,stock
LGST,Semper Paratus Acquisition Corporation,NASDAQ Global Market,stock
LGSTU,Semper Paratus Acquisition Corporation,NASDAQ Global Market,stock
LGSTW,Semper Paratus Acquisition Corporation,NASDAQ Global Market,stock
LGTO,Legato Merger Corp. II,NASDAQ Global Market,stock
LGTOU,Legato Merger Corp. II,NASDAQ Global Market,stock
LGTOW,Legato Merger Corp. II,NASDAQ Global Market,stock
LGV,Longview Acquisition Corp. II,New York Stock Exchange,stock
LGV-UN,Longview Acquisition Corp. II,New York Stock Exchange,stock
LGV-WT,Longview Acquisition Corp. II,New York Stock Exchange,stock
LGVC,LAMF Global Ventures Corp. I,NASDAQ Global Market,stock
LGVCU,LAMF Global Ventures Corp. I,NASDAQ Global Market,stock
KURIW,Alkuri Global Acquisition Corp.,NASDAQ,stock
KVSB,Nextdoor Holdings  Inc.,NASDAQ Capital Market,stock
KVSC,Khosla Ventures Acquisition Co. III,NASDAQ Capital Market,stock
KWAC-UN,Kingswood Acquisition Corp.,New York Stock Exchange,stock
LGVCW,LAMF Global Ventures Corp. I,NASDAQ Global Market,stock
LHAA,Lerer Hippeau Acquisition Corp.,NASDAQ Capital Market,stock
LHC,Leo Holdings Corp. II,New York Stock Exchange,stock
LHC-WT,Leo Holdings Corp. II Redeemabl,New York Stock Exchange,stock
LHCG,LHC Group  Inc.,NASDAQ Global Select,stock
LHDX,Lucira Health  Inc.,NASDAQ Global Select,stock
LATGW,LatAmGrowth SPAC,NASDAQ Global Market,stock
LATN,Union Acquisition Corp. II,NASDAQ Global Select,stock
LATNU,Union Acquisition Corp. II,NASDAQ Global Select,stock
LATNW,Union Acquisition Corp. II,NASDAQ Capital Market,stock
LEV,The Lion Electric Company,New York Stock Exchange,stock
LEVL,Level One Bancorp  Inc.,NASDAQ Global Select,stock
LEVLP,Level One Bancorp  Inc.,NASDAQ Global Select,stock
LFAC,LF Capital Acquisition Corp. II,NASDAQ Global Market,stock
LFACU,LF Capital Acquisition Corp. II,NASDAQ Global Market,stock
LFC,China Life Insurance Company Limited,New York Stock Exchange,stock
LCW,Learn CW Investment Corporation,New York Stock Exchange,stock
LCW-UN,Learn CW Investment Corporation,New York Stock Exchange,stock
LCW-WT,Learn CW Investment Corporation,New York Stock Exchange,stock
LCY,Landcadia Holdings III  Inc,NASDAQ Capital Market,stock
LCYAU,Landcadia Holdings III  Inc,NASDAQ Global Select,stock
LDHA,LDH Growth Corp I,NASDAQ Capital Market,stock
LDHAU,LDH Growth Corp I,NASDAQ Capital Market,stock
LDHAW,LDH Growth Corp I,NASDAQ Capital Market,stock
KYCHR,Keyarch Acquisition Corporation,NASDAQ Global Market,stock
KYCHU,Keyarch Acquisition Corporation,NASDAQ Global Market,stock
KYCHW,Keyarch Acquisition Corporation,NASDAQ Global Select,stock
LIBY,Liberty Resources Acquisition Corp.,NASDAQ Global Market,stock
LIBYU,Liberty Resources Acquisition Corp.,NASDAQ Global Market,stock
LIFE,aTyr Pharma  Inc.,NASDAQ Capital Market,stock
LAWS,Lawson Products  Inc.,NASDAQ Global Select,stock
LAX,8i Acquisition 2 Corp.,NASDAQ Global Market,stock
LAXXR,8i Acquisition 2 Corp.,NASDAQ Global Market,stock
LAXXU,8i Acquisition 2 Corp.,NASDAQ Global Market,stock
LAXXW,8i Acquisition 2 Corp.,NASDAQ Global Market,stock
LBBB,Lakeshore Acquisition II Corp.,NASDAQ Global Market,stock
LBBBU,Lakeshore Acquisition II Corp.,NASDAQ Global Market,stock
LBBBW,Lakeshore Acquisition II Corp.,NASDAQ Global Market,stock
LBC,Luther Burbank Corporation,NASDAQ Global Select,stock
